...1,date,campaign,audience,creative_family,creative_version,platform,ad_format,goal,completions,campaign_traffic,days_away,latest_report
2225,2022-05-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),13,General traffic,164,0
2226,2022-05-20,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,164,0
2227,2022-05-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,163,0
2228,2022-05-22,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,162,0
2229,2022-05-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,162,0
2230,2022-05-23,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,161,0
2231,2022-05-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),14,General traffic,161,0
2232,2022-05-23,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,161,0
2233,2022-05-24,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),2,General traffic,160,0
2234,2022-05-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),15,General traffic,160,0
2235,2022-05-24,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),3,General traffic,160,0
2236,2022-05-24,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,160,0
2237,2022-05-25,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,159,0
2238,2022-05-25,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),2,General traffic,159,0
2239,2022-05-25,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),9,General traffic,159,0
2240,2022-05-25,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,159,0
2241,2022-05-26,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,158,0
2242,2022-05-26,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1,General traffic,158,0
2243,2022-05-26,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,158,0
2244,2022-05-26,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,158,0
2245,2022-05-27,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),2,General traffic,157,0
2246,2022-05-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,157,0
2247,2022-05-28,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,156,0
2248,2022-05-29,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,155,0
2249,2022-05-30,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,154,0
2250,2022-05-31,(not set),NA,NA,NA,NA,NA,Get Approved,4,General traffic,153,0
2251,2022-05-31,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),13,General traffic,153,0
2252,2022-05-31,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,153,0
2253,2022-05-31,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,153,0
2254,2022-06-01,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,152,0
2255,2022-06-01,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),12,General traffic,152,0
2256,2022-06-02,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,151,0
2257,2022-06-02,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),15,General traffic,151,0
2258,2022-06-02,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,151,0
2259,2022-06-02,(not set),NA,NA,NA,NA,NA,Start Closing More,3,General traffic,151,0
2260,2022-06-03,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,150,0
2261,2022-06-03,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1,General traffic,150,0
2262,2022-06-03,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),7,General traffic,150,0
2263,2022-06-03,(not set),NA,NA,NA,NA,NA,Start Closing More,6,General traffic,150,0
2264,2022-06-04,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,149,0
2265,2022-06-04,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,149,0
2266,2022-06-05,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1,General traffic,148,0
2267,2022-06-06,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,147,0
2268,2022-06-06,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),2,General traffic,147,0
2269,2022-06-06,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),7,General traffic,147,0
2270,2022-06-06,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,147,0
2271,2022-06-06,(not set),NA,NA,NA,NA,NA,Start Closing More,3,General traffic,147,0
2272,2022-06-07,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1,General traffic,146,0
2273,2022-06-07,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),11,General traffic,146,0
2274,2022-06-07,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,146,0
2275,2022-06-08,(not set),NA,NA,NA,NA,NA,Get Approved,2,General traffic,145,0
2276,2022-06-08,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),13,General traffic,145,0
2277,2022-06-08,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,145,0
2278,2022-06-08,(not set),NA,NA,NA,NA,NA,Start Closing More,4,General traffic,145,0
2279,2022-06-09,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,144,0
2280,2022-06-09,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),14,General traffic,144,0
2281,2022-06-09,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,144,0
2282,2022-06-09,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,144,0
2283,2022-06-10,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,143,0
2284,2022-06-10,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),11,General traffic,143,0
2285,2022-06-10,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,143,0
2286,2022-06-10,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,143,0
2287,2022-06-11,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,142,0
2288,2022-06-12,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,141,0
2289,2022-06-13,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,140,0
2290,2022-06-13,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),2,General traffic,140,0
2291,2022-06-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),6,General traffic,140,0
2292,2022-05-06,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,178,0
2293,2022-04-01,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,213,0
2294,2022-04-04,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,210,0
2295,2022-04-05,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,209,0
2296,2022-04-06,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,208,0
2297,2022-04-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,201,0
2298,2022-04-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,200,0
2299,2022-04-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,198,0
2300,2022-04-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,196,0
2301,2022-04-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,194,0
2302,2022-04-27,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,187,0
2303,2022-04-28,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,186,0
2304,2022-05-01,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,183,0
2305,2022-05-02,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,182,0
2306,2022-05-03,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,181,0
2307,2022-05-04,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,180,0
2308,2022-05-12,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,172,0
2309,2022-05-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,166,0
2310,2022-06-01,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,152,0
2311,2022-06-03,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,150,0
2312,2022-06-09,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,144,0
2313,2022-06-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,140,0
2314,2022-04-01,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,213,0
2315,2022-04-03,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,211,0
2316,2022-04-06,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),6,General traffic,208,0
2317,2022-04-07,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,207,0
2318,2022-04-08,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,206,0
2319,2022-04-09,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,205,0
2320,2022-04-10,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,204,0
2321,2022-04-11,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,203,0
2322,2022-04-12,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,202,0
2323,2022-04-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,201,0
2324,2022-04-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,200,0
2325,2022-04-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),6,General traffic,199,0
2326,2022-04-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,196,0
2327,2022-04-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,195,0
2328,2022-04-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,194,0
2329,2022-04-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,193,0
2330,2022-04-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,192,0
2331,2022-04-25,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,189,0
2332,2022-04-26,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,188,0
2333,2022-04-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,187,0
2334,2022-04-29,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,185,0
2335,2022-04-30,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,184,0
2336,2022-05-02,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,182,0
2337,2022-05-03,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,181,0
2338,2022-05-04,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,180,0
2339,2022-05-05,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,179,0
2340,2022-05-06,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,178,0
2341,2022-05-06,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,178,0
2342,2022-05-08,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,176,0
2343,2022-05-09,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,175,0
2344,2022-05-10,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,174,0
2345,2022-05-11,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,173,0
2346,2022-05-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,171,0
2347,2022-05-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,170,0
2348,2022-05-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,168,0
2349,2022-05-17,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,167,0
2350,2022-05-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,167,0
2351,2022-05-17,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,167,0
2352,2022-05-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),6,General traffic,166,0
2353,2022-05-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,165,0
2354,2022-05-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,164,0
2355,2022-05-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,162,0
2356,2022-05-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,161,0
2357,2022-05-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,160,0
2358,2022-05-25,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,159,0
2359,2022-05-26,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,158,0
2360,2022-05-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,157,0
2361,2022-05-31,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,153,0
2362,2022-06-01,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,152,0
2363,2022-06-02,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,151,0
2364,2022-06-03,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,150,0
2365,2022-06-06,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),6,General traffic,147,0
2366,2022-06-07,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,146,0
2367,2022-06-08,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,145,0
2368,2022-06-09,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,144,0
2369,2022-06-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,140,0
2370,2022-04-05,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,209,0
2371,2022-04-05,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,209,0
2372,2022-04-05,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,209,0
2373,2022-04-06,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,208,0
2374,2022-04-07,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,207,0
2375,2022-04-11,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,203,0
2376,2022-04-12,(not set),NA,NA,NA,NA,NA,Start Closing More,3,General traffic,202,0
2377,2022-04-18,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,196,0
2378,2022-04-19,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,195,0
2379,2022-04-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,193,0
2380,2022-04-26,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,188,0
2381,2022-05-02,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,182,0
2382,2022-05-10,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,174,0
2383,2022-05-11,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,173,0
2384,2022-05-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,168,0
2385,2022-05-16,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,168,0
2386,2022-05-17,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,167,0
2387,2022-05-17,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,167,0
2388,2022-05-19,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,165,0
2389,2022-05-19,(not set),NA,NA,NA,NA,NA,Start Closing More,3,General traffic,165,0
2390,2022-05-23,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,161,0
2391,2022-06-02,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),2,General traffic,151,0
2392,2022-06-06,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,147,0
2393,2022-06-07,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,146,0
2394,2022-06-09,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,144,0
2395,2022-06-13,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,140,0
2396,2022-04-04,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,210,0
2397,2022-04-05,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,209,0
2398,2022-04-06,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,208,0
2399,2022-04-07,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,207,0
2400,2022-04-07,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,207,0
2401,2022-04-08,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,206,0
2402,2022-04-11,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,203,0
2403,2022-04-12,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,202,0
2404,2022-04-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,201,0
2405,2022-04-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,200,0
2406,2022-04-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,199,0
2407,2022-04-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,198,0
2408,2022-04-16,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,198,0
2409,2022-04-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,197,0
2410,2022-04-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,194,0
2411,2022-04-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,191,0
2412,2022-04-25,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,189,0
2413,2022-04-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,187,0
2414,2022-04-28,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,186,0
2415,2022-04-28,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,186,0
2416,2022-04-29,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,185,0
2417,2022-05-02,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,182,0
2418,2022-05-04,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,180,0
2419,2022-05-06,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,178,0
2420,2022-05-10,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,174,0
2421,2022-05-12,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,172,0
2422,2022-05-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,168,0
2423,2022-05-16,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,168,0
2424,2022-05-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,167,0
2425,2022-05-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,166,0
2426,2022-05-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,165,0
2427,2022-05-21,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,163,0
2428,2022-05-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,161,0
2429,2022-05-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,160,0
2430,2022-05-26,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,158,0
2431,2022-05-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,157,0
2432,2022-05-28,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,156,0
2433,2022-05-31,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,153,0
2434,2022-06-01,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,152,0
2435,2022-06-02,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,151,0
2436,2022-06-02,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,151,0
2437,2022-06-03,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,150,0
2438,2022-06-06,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,147,0
2439,2022-06-07,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,146,0
2440,2022-06-09,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,144,0
2441,2022-06-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,140,0
2442,2022-04-01,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,213,0
2443,2022-04-02,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,212,0
2444,2022-04-03,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,211,0
2445,2022-04-03,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,211,0
2446,2022-04-03,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,211,0
2447,2022-04-09,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,205,0
2448,2022-04-09,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,205,0
2449,2022-04-11,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,203,0
2450,2022-04-18,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,196,0
2451,2022-04-20,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,194,0
2452,2022-04-23,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,191,0
2453,2022-04-25,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,189,0
